iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.917723647664,0.912582884072,0.925635572743,0.06234375,0.0675,0.055,0.0424215281259,0.0488904766376,0.0389343374803,32.9049928
10,0.917841020835,0.912356796464,0.925862137784,0.0621875,0.06625,0.0545,0.0423209643392,0.0480668866398,0.0386693987473,371.9500005
20,0.917783762687,0.912331335515,0.9257889208,0.0625,0.06625,0.054,0.0427169674198,0.0480668866398,0.0383782251514,707.2811957
30,0.91782080354,0.912260117307,0.926003788692,0.061875,0.06625,0.054,0.0421119263961,0.0480201034166,0.0383602143958,1047.4729518
40,0.917850080032,0.912281104879,0.925945499892,0.06203125,0.066875,0.054,0.0424325320975,0.0484083840424,0.0384183462714,1386.4861646
50,0.917743307153,0.912437264449,0.925848247913,0.06203125,0.066875,0.054,0.0424007349174,0.0483658339459,0.0384235466827,1722.1185856
60,0.917667809421,0.912569402878,0.925651861798,0.0621875,0.06625,0.054,0.0425102248768,0.0479787049211,0.0383958069072,2012.6325484
70,0.917542826747,0.912601069601,0.925605894299,0.0625,0.06625,0.054,0.0426967293263,0.0479663305828,0.0383922749519,2277.979273
80,0.917514615544,0.912605648713,0.925569607385,0.0625,0.06625,0.0545,0.0426921750078,0.0479663305828,0.0387536416229,2544.7442949
90,0.917411759463,0.912702751694,0.925499783029,0.06296875,0.065625,0.055,0.0430083659852,0.0468267854005,0.0390974713963,2811.9319419
100,0.917157349109,0.912589410761,0.925370125486,0.063125,0.066875,0.055,0.0430617247843,0.0475925985876,0.0390384167689,3077.9445961
110,0.916929464615,0.912690261611,0.924528235297,0.0634375,0.0675,0.055,0.0431107318147,0.0479740796056,0.0390094060561,3344.7790567
120,0.916885656773,0.912471753542,0.924436012197,0.06359375,0.0675,0.055,0.0432238534033,0.0480040903068,0.039022813213,3609.801215
130,0.916744710059,0.912551983369,0.924472650441,0.06328125,0.066875,0.0555,0.0430417963963,0.0475512081961,0.0400110084376,3877.1096866
140,0.916526282029,0.912333911727,0.924595013366,0.0640625,0.068125,0.0555,0.0435163056809,0.049181345368,0.0393694816404,4143.687095
150,0.916371518728,0.912093071851,0.9246518,0.0640625,0.068125,0.0555,0.0435272893054,0.0492493064188,0.0393790354838,4411.7452709
160,0.916280267295,0.91193070445,0.924636551181,0.064375,0.0675,0.0555,0.0437246146003,0.0487975747407,0.0393845022565,4678.6833334
170,0.916176557755,0.911940919586,0.924666383218,0.06453125,0.0675,0.055,0.0439375895918,0.0487899761028,0.039095389193,4944.3944843
180,0.916004857077,0.911827953751,0.924578369049,0.0646875,0.06875,0.055,0.0440283283813,0.0495975496698,0.0391168615645,5213.0411236
190,0.915837419857,0.911801812929,0.92452748676,0.06484375,0.068125,0.055,0.0441332149065,0.0492752597885,0.0391132651537,5479.0480965
200,0.915623705516,0.91174577709,0.924357099272,0.06484375,0.0675,0.055,0.0441367636614,0.0488820428891,0.0390744120141,5746.1862117
210,0.915565245088,0.911796455534,0.924358150597,0.06484375,0.068125,0.055,0.0441371935787,0.0493087796447,0.0390880755217,6013.2063998
220,0.91551567383,0.911827394427,0.924162356616,0.06484375,0.0675,0.055,0.0440827843721,0.0489233893132,0.0390608845718,6278.038987
230,0.915400483739,0.911659321677,0.924204896094,0.06484375,0.0675,0.055,0.0440764421343,0.0492980340684,0.0390650865467,6544.7751306
240,0.915188725603,0.911413101734,0.924082187526,0.06484375,0.068125,0.0555,0.0441149388161,0.049627861857,0.0393327919436,6810.1605382
250,0.915030336169,0.911201268213,0.924064672372,0.06515625,0.068125,0.055,0.0445146954401,0.0497090192821,0.0390919423725,7077.0865754
260,0.914969436592,0.911076051744,0.924005983343,0.0653125,0.068125,0.055,0.0446102497788,0.0497636523178,0.0390726399639,7344.0381631
270,0.914929319743,0.911026551097,0.924222463773,0.0653125,0.06875,0.0555,0.0445900527652,0.0501525880069,0.0393556421039,7609.4804886
280,0.914840629801,0.910953199466,0.924193707749,0.0653125,0.06875,0.0555,0.0446143325101,0.0501946712361,0.0393766598362,7876.5065555
290,0.91488982759,0.911186430417,0.924200438401,0.06515625,0.06875,0.0555,0.0445301989907,0.0500760659384,0.0393615443258,8142.4623687
300,0.914803418839,0.911009137591,0.924156540786,0.0653125,0.06875,0.0555,0.0446068921656,0.0501946712361,0.0393667066053,8409.9082821
310,0.914785536077,0.910876275913,0.924191772205,0.06546875,0.06875,0.056,0.044722298633,0.0501605040884,0.039695725066,8676.8690913
320,0.914661887575,0.910771474796,0.923796984294,0.06578125,0.06875,0.056,0.0448448206968,0.0500749255153,0.0396566152504,8943.9953635
330,0.914486262684,0.910596198565,0.92353774863,0.0659375,0.069375,0.056,0.0449766534632,0.050447162059,0.0396087030057,9211.1867797
340,0.914393507739,0.91056861757,0.923544618726,0.06578125,0.07,0.056,0.0448880974604,0.0508704212348,0.0395784405326,9476.0944253
350,0.914130269438,0.910347822043,0.923198233532,0.0659375,0.070625,0.0555,0.0449692018712,0.05119961558,0.0392899825707,9743.0347747
360,0.914117875843,0.910340257134,0.923214534238,0.0659375,0.070625,0.0555,0.0449603033323,0.05119961558,0.0393035268734,10009.6772155
370,0.914001104586,0.910435618278,0.922745415219,0.06625,0.070625,0.0555,0.0451470520796,0.0512216203033,0.0392860576996,10274.84452
380,0.913794327261,0.910335852406,0.92236520957,0.06640625,0.070625,0.056,0.0452735021405,0.0512111474271,0.0396028039422,10544.9657396
390,0.91363546799,0.910263428501,0.922513099412,0.06640625,0.070625,0.0555,0.0452877981614,0.0512409885488,0.0393220867936,10811.0423624
400,0.913588746024,0.910263505019,0.922408380609,0.06640625,0.070625,0.056,0.0452651001257,0.0512633384959,0.0396704233983,11077.9529757
410,0.913559154954,0.910072589946,0.922267266522,0.06625,0.070625,0.056,0.0451413358186,0.0512060350151,0.0396555129,11344.7096193
420,0.913443615958,0.910169454007,0.922270957446,0.06640625,0.070625,0.056,0.0452607377335,0.0511575841494,0.0396710600215,11610.5724425
430,0.913246843489,0.910019286728,0.922504237014,0.06640625,0.07,0.0565,0.0452801802955,0.0507665261143,0.0400274437403,11877.2291882
440,0.913192887999,0.909879378033,0.92239305035,0.0665625,0.07,0.057,0.0453706067639,0.0507664638101,0.0403174989498,12142.8256364
450,0.913291227291,0.910011293481,0.922275736092,0.066875,0.069375,0.057,0.0456495176175,0.0495997815566,0.0403224496979,12409.8201332
460,0.913148239168,0.909935851241,0.922299464248,0.06671875,0.069375,0.057,0.0454506536718,0.0495920207008,0.0403037400065,12676.6534941
470,0.913088705943,0.909776150381,0.921974314784,0.06671875,0.069375,0.057,0.0455584966691,0.0495965669812,0.0403132812702,12943.4420477
480,0.912953297808,0.909705323816,0.921894816934,0.066875,0.069375,0.0575,0.0456676733639,0.0496603141812,0.0412843147238,13210.5864272
490,0.912874803319,0.909692405995,0.921778561447,0.06703125,0.069375,0.057,0.0456771726435,0.0496582770773,0.0403257012099,13475.4448894
500,0.91275264723,0.909687943861,0.921675077722,0.0671875,0.069375,0.057,0.0458584553585,0.0496674350734,0.0403635212874,13742.4712633
510,0.912623934782,0.909654516377,0.921496129221,0.0671875,0.069375,0.057,0.045830139241,0.0496655523654,0.0403318760493,14008.4427895
520,0.912584922812,0.909616986486,0.92130421861,0.0671875,0.069375,0.0575,0.0458307117566,0.0496756680061,0.0412511496393,14276.1427831
530,0.912526432536,0.909617314313,0.921296525003,0.066875,0.069375,0.0575,0.0456361563395,0.049650320976,0.0412469453279,14543.4524027
540,0.912424924818,0.90959364435,0.921336155734,0.06765625,0.07,0.0575,0.0461460894996,0.0500826720061,0.0412174954252,14808.5680446
