,train,test
0.1,0.36285946,0.11983920000000006
0.2,0.7159137599999998,0.10079420000000035
0.3,1.23983552,0.09215395999999991
0.4,1.5961401999999985,0.0746820200000009
0.5,2.1035917000000004,0.06247443999999973
0.6,2.6035898000000004,0.05019665999999887
0.7,3.2835590600000018,0.036355600000000265
0.8,3.989614619999995,0.02542782000000159
0.9,4.594049839999999,0.011306700000000091
