,0,1,2,3,4
400,0.8119380902322934,0.8481287369044805,0.8481287369044805,0.8481287369044805,0.8481287369044805
462,0.8182819732421106,0.8194832785170905,0.8194832785170905,0.8194832785170905,0.8194832785170905
534,0.8249368538800619,0.8302499335453717,0.8302499335453717,0.8302499335453717,0.8302499335453717
618,0.8407733965113624,0.8278753564933317,0.8278753564933317,0.8278753564933317,0.8278753564933317
715,0.8507803752432374,0.8249742876625027,0.8249742876625027,0.8249742876625027,0.8249742876625027
826,0.8549238607465742,0.831014910426183,0.831014910426183,0.831014910426183,0.831014910426183
956,0.8581430278045621,0.8314427799203609,0.8314427799203609,0.8314427799203609,0.8314427799203609
1105,0.8498927421649565,0.8425799171899324,0.8425799171899324,0.8425799171899324,0.8425799171899324
1278,0.8581641423198282,0.8466899212112121,0.8466899212112121,0.8466899212112121,0.8466899212112121
1478,0.8580834826371987,0.8543246427338081,0.8556973651460583,0.8556973651460583,0.8556973651460583
1709,0.8751821070546094,0.862439103190033,0.8517374276096711,0.8517374276096711,0.8517374276096711
1977,0.8687630367420415,0.8545560102477257,0.8643703887546722,0.8643703887546722,0.8643703887546722
2286,0.8785859407759652,0.8563705242998815,0.8651593940242118,0.8651593940242118,0.8651593940242118
2643,0.8769966529312249,0.858637072557047,0.872897927177381,0.872897927177381,0.872897927177381
3056,0.8755696559896246,0.8668874558931594,0.8758572014287304,0.867088804122181,0.867088804122181
3534,0.8762744759340839,0.8711468113411858,0.8753326537269309,0.8742460088886738,0.8742460088886738
4087,0.8795318305598736,0.8707037410585466,0.88317637965575,0.8775457113329894,0.8775457113329894
4726,0.8784925243655031,0.8771703130961617,0.8795564605170373,0.8790853792621701,0.8760326017485155
5465,0.8813653700045767,0.8791248033233456,0.8848915323167965,0.8783270252222214,0.8755627544235324
6320,0.8833070752419516,0.8793440703418942,0.8888406083149633,0.8842624439240206,0.8803109004521646
