,0,1,2,3,4
10.0,0.5116126357380727,0.5,0.5000000000000001,0.5000000000000001,0.5
3.1622776601683795,0.6350213614094579,0.6340409697664976,0.6204358178111601,0.6350509694369071,0.6383313100565883
1.0,0.8554079095509312,0.8585674992238451,0.8563479766681069,0.8362835343860165,0.8521359994591206
0.31622776601683794,0.9406471706753892,0.926141825671917,0.9315266799670711,0.9237878254431302,0.9236358883151237
0.1,0.9593004755927124,0.9691058984487841,0.9641683828837356,0.9669636260095622,0.9649900113623192
0.03162277660168379,0.9705883551665316,0.9819735477321248,0.9836177057399836,0.9767437421435565,0.9837222443116423
0.01,0.9895339838584021,0.9812323262842341,0.982055738726811,0.9782372967053817,0.9813322779798036
0.0031622776601683794,0.9871718783269134,0.9857023388718847,0.984975867603473,0.9885187214049905,0.9863308934332787
0.001,0.9763333219708816,0.986800081587951,0.9867034147258363,0.9895736757282894,0.98904094509289
0.00031622776601683794,0.9896086055258072,0.9804241397893318,0.9841497696595605,0.9845388353817889,0.973313365770622
0.0001,0.9830449370149654,0.9908956060729431,0.9912099939022665,0.9898854888412266,0.9884007744373449
3.1622776601683795e-05,0.9896693081897094,0.9687356334783546,0.968549644178704,0.9873359798823687,0.979727147290415
1e-05,0.983715828043618,0.9862979486962535,0.9870260681441847,0.9823917017684315,0.9750721003775734
