mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__max_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.7713366031646729,0.02373661994934082,0.76525,0.77428125,1,{'MLP__max_iter': 1},17,0.755,0.77484375,0.775625,0.77375,0.75625,0.77234375,0.76,0.76859375,0.779375,0.781875,0.01637073162156993,0.0007462000083529312,0.010205696938475114,0.004344312014001762
0.8150192260742187,0.023537445068359374,0.80475,0.8270312499999999,2,{'MLP__max_iter': 2},16,0.801875,0.82625,0.79875,0.8240625,0.815,0.83015625,0.803125,0.8228125,0.805,0.831875,0.008087705812942436,0.0004883638606372883,0.005514186250028184,0.0034770452614253026
0.9422790050506592,0.02253999710083008,0.81975,0.8518125,4,{'MLP__max_iter': 4},15,0.82125,0.84609375,0.829375,0.8590625,0.82875,0.86453125,0.8,0.8296875,0.819375,0.8596875,0.011757153277184067,0.0004889281977051287,0.010640429972515186,0.012637756550313815
1.1912132263183595,0.02293882369995117,0.842125,0.88396875,8,{'MLP__max_iter': 8},12,0.836875,0.87015625,0.856875,0.89109375,0.841875,0.8878125,0.83125,0.88375,0.84375,0.88703125,0.029683618785043643,4.422005889652111e-07,0.008556795545062418,0.007290431442994325
1.4225940227508544,0.025133037567138673,0.844625,0.8998750000000001,16,{'MLP__max_iter': 16},9,0.83625,0.880625,0.8625,0.918125,0.8475,0.8909375,0.834375,0.888125,0.8425,0.9215625,0.1636347523170552,0.0029854020391133864,0.010074720839804955,0.01668480783527335
1.4898146629333495,0.024135875701904296,0.844,0.89775,32,{'MLP__max_iter': 32},11,0.85125,0.89296875,0.83875,0.89484375,0.84625,0.8721875,0.839375,0.8909375,0.844375,0.9378125,0.23432932196888956,0.0009770774252092107,0.004619929653144066,0.021615559716903023
1.4036450386047363,0.022739648818969727,0.838,0.8913437499999999,64,{'MLP__max_iter': 64},13,0.820625,0.85421875,0.851875,0.883125,0.841875,0.900625,0.85,0.9453125,0.825625,0.8734375,0.3420586244783117,0.0011630310585285205,0.012700885795880522,0.03087139402019286
1.4269828796386719,0.02373652458190918,0.844875,0.90021875,128,{'MLP__max_iter': 128},8,0.84625,0.9096875,0.845,0.89,0.845625,0.900625,0.84,0.88734375,0.8475,0.9134375,0.13820525644934292,0.001715989048185922,0.00257390753524676,0.010341625537119394
1.4321685791015626,0.023737096786499025,0.84525,0.8988125,256,{'MLP__max_iter': 256},7,0.84125,0.8821875,0.86125,0.906875,0.84375,0.89265625,0.84625,0.92921875,0.83375,0.883125,0.21661897411665315,0.0017158061525156154,0.009027735042633876,0.017606428602217977
1.4868222713470458,0.022939205169677734,0.84625,0.9057812499999999,512,{'MLP__max_iter': 512},4,0.845,0.89078125,0.85,0.8903125,0.845,0.90515625,0.849375,0.91765625,0.841875,0.925,0.15807071377063464,3.9895058943465975e-07,0.003036239450372765,0.013964589704857089
1.2993240356445312,0.02453470230102539,0.837375,0.8840625,1024,{'MLP__max_iter': 1024},14,0.843125,0.8928125,0.841875,0.88703125,0.843125,0.8990625,0.836875,0.890625,0.821875,0.85078125,0.12766720592608727,0.0010170742315626972,0.008085480814398114,0.017094349852363484
1.5456648826599122,0.023537540435791017,0.846,0.9097500000000001,2000,{'MLP__max_iter': 2000},5,0.8525,0.901875,0.855,0.91578125,0.841875,0.8971875,0.845625,0.9275,0.835,0.90640625,0.13264821073710967,0.0004885390558486972,0.007230577431989794,0.010793064179138372
1.3809060096740722,0.02393641471862793,0.84425,0.89159375,2200,{'MLP__max_iter': 2200},10,0.85,0.8959375,0.846875,0.88265625,0.8375,0.87078125,0.848125,0.92203125,0.83875,0.8865625,0.15979547122388144,0.001092667032362485,0.005114318136369694,0.01722592296148453
1.6174735069274901,0.024733781814575195,0.849,0.9108437500000001,2400,{'MLP__max_iter': 2400},1,0.84375,0.90234375,0.854375,0.924375,0.855625,0.90546875,0.85375,0.92578125,0.8375,0.89625,0.22034690984719618,0.0003987555689160017,0.007143616031114762,0.012002847969336263
1.4630860328674316,0.02293877601623535,0.84675,0.90053125,2600,{'MLP__max_iter': 2600},3,0.83875,0.88875,0.86375,0.914375,0.853125,0.900625,0.84375,0.9259375,0.834375,0.87296875,0.1914740665534655,9.5367431640625e-08,0.010543066441979785,0.018631290883886716
1.4722614288330078,0.02254014015197754,0.845625,0.90178125,2800,{'MLP__max_iter': 2800},6,0.855,0.92203125,0.838125,0.8759375,0.855,0.89734375,0.840625,0.905,0.839375,0.90859375,0.1443600789143221,0.0004889477478113757,0.007695371985810691,0.015194892748058453
1.4626866340637208,0.02333798408508301,0.847125,0.9027499999999999,3000,{'MLP__max_iter': 3000},2,0.84875,0.9075,0.850625,0.89828125,0.849375,0.90609375,0.846875,0.9184375,0.84,0.8834375,0.15906061113079212,0.0007980350383608161,0.003762479235823107,0.011599855198449683
