,train,test
0.1,0.0912287399998604,2.2815448000001197
0.2,0.19846184000052744,4.0276017199994385
0.3,0.3058997600001021,5.021148279999761
0.4,0.43447934000032545,6.243775879999885
0.5,0.5656729999998789,6.374822320000385
0.6,0.726085079999757,6.649429939999754
0.7,0.908603640000365,5.88073661999988
0.8,0.9835700399999041,4.356625060000442
0.9,1.1625688400003127,2.391373900000326
