param_SVM__max_iter,test acc,train acc
1,0.5899120623859299,0.6238300781504202
2,0.5912408052651954,0.6237287476736036
4,0.5912408052651954,0.6237287476736036
8,0.5912408052651954,0.6237287476736036
16,0.5912408052651954,0.6237287476736036
