,train,test
0.1,0.06831367999993745,0.10134406000001946
0.2,0.13202467999994952,0.09029538000004322
0.3,0.21096830000005867,0.0804737200001
0.4,0.2978892000000542,0.06865512000003945
0.5,0.36399891999999456,0.05734034000001884
0.6,0.4775900399999955,0.04632286000000931
0.7,0.5737388999999894,0.034547700000075565
0.8,0.6949800800000503,0.023396840000077645
0.9,0.765166119999958,0.011338759999989633
