,train,test
0.1,1.4011898200027644,11.1632505599875
0.2,5.6889319199952295,19.767626159999054
0.3,13.159896460024175,26.01716071999399
0.4,23.52371176001616,29.551360759988892
0.5,37.38481685997685,30.698254679993262
0.6,53.72408842003206,28.31428861999884
0.7,75.92853405997157,25.070834559982178
0.8,101.69866086000111,19.35901910001412
0.9,131.10330560000148,10.857608480018097
