mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__C,param_SVM__class_weight,param_SVM__max_iter,param_SVM__tol,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.32493062019348146,0.04866933822631836,0.5,0.5,0.001,balanced,-1,1e-08,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 1e-08}",31,0.5,0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5000000000000001,0.010748594724034598,0.038339269405191286,7.020569201363508e-17,9.930136612989092e-17
0.36402573585510256,0.02014646530151367,0.5,0.5,0.001,balanced,-1,0.020000010000000002,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.020000010000000002}",31,0.5,0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5000000000000001,0.03838349091866819,0.0027062743955882274,7.020569201363508e-17,9.930136612989092e-17
0.34088778495788574,0.021143341064453126,0.5,0.5,0.001,balanced,-1,0.04000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.04000001}",31,0.5,0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5000000000000001,0.009491138665359972,0.00230909291454219,7.020569201363508e-17,9.930136612989092e-17
0.3207425594329834,0.02114262580871582,0.5,0.5,0.001,balanced,-1,0.06000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.06000001}",31,0.5,0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5000000000000001,0.006543344694314933,0.0015950327717360018,7.020569201363508e-17,9.930136612989092e-17
0.32433185577392576,0.02014613151550293,0.5,0.5,0.001,balanced,-1,0.08000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.08000001}",31,0.5,0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5000000000000001,0.006893016848573803,0.0009780606405011645,7.020569201363508e-17,9.930136612989092e-17
1.1443389415740968,0.019946575164794922,0.5823091786923503,0.6325453088315436,0.001,balanced,79,1e-08,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': 79, 'SVM__tol': 1e-08}",30,0.6033370157021882,0.6316065916774019,0.5743026420089046,0.6332932464387766,0.5836860456789239,0.6282424057755384,0.5769108162206242,0.6347807199847489,0.5732955247485605,0.6348035802812522,0.03987599093641476,0.0016694372768736637,0.011124177335969727,0.0024516291821405746
0.6123615264892578,0.019547700881958008,0.5823476843771895,0.6325275830198447,0.001,balanced,79,0.020000010000000002,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': 79, 'SVM__tol': 0.020000010000000002}",29,0.6032562133035289,0.6314090856036174,0.5746570006198188,0.6334907288058297,0.5840404042898382,0.6285689897076089,0.5764752761509377,0.634780719984749,0.5732955247485605,0.6343883909974184,0.020194843916647127,0.0010165605363956576,0.011097555911113681,0.0022973192986115876
0.5930139541625976,0.01954760551452637,0.5825056623534635,0.6324501031154491,0.001,balanced,79,0.04000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': 79, 'SVM__tol': 0.04000001}",28,0.6040457329240168,0.630796303421205,0.5746570006198188,0.6334907288058297,0.5840404042898382,0.6287943723680434,0.5764752761509377,0.634780719984749,0.5732955247485605,0.6343883909974184,0.032196713986735855,0.001620446348563737,0.011395687387976078,0.002296565150765129
0.5435458183288574,0.019947052001953125,0.5825603811981489,0.6323316105542973,0.001,balanced,79,0.06000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': 79, 'SVM__tol': 0.06000001}",26,0.6040457329240168,0.630796303421205,0.5746570006198188,0.6330273832696878,0.5840404042898382,0.6287943723680434,0.5764752761509377,0.634719952107968,0.5735692045370301,0.6343200416045821,0.02336420135063575,0.001261426743315644,0.011351904516691644,0.0022365757339927596
0.540553092956543,0.01874985694885254,0.5825603811981489,0.6323316105542973,0.001,balanced,79,0.08000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': 79, 'SVM__tol': 0.08000001}",26,0.6040457329240168,0.630796303421205,0.5746570006198188,0.6330273832696878,0.5840404042898382,0.6287943723680434,0.5764752761509377,0.634719952107968,0.5735692045370301,0.6343200416045821,0.01124815125603788,0.0017158616034049533,0.011351904516691644,0.0022365757339927596
0.31974453926086427,0.018750381469726563,0.5,0.5,0.251,balanced,-1,1e-08,"{'SVM__C': 0.251, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 1e-08}",31,0.5,0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5000000000000001,0.0038160879026277123,0.0013233771655474576,7.020569201363508e-17,9.930136612989092e-17
