param_SVM__max_iter,test acc,train acc
1,0.5395857530003871,0.5549127339118234
2,0.530496100879376,0.5563409799439993
4,0.5150365024058403,0.5290250444830421
8,0.5092071788064818,0.5493409530493152
16,0.5008876721420275,0.5315938449255473
