,train,test
0.1,0.12129037999911815,0.13933432000048923
0.2,0.23690068000069003,0.12227811999982804
0.3,0.3663119600001664,0.10708094000001438
0.4,0.4714964799997688,0.08404525999940234
0.5,0.6679035399996792,0.07699032000018632
0.6,0.6874680799999624,0.05354062000042177
0.7,1.0469520600003306,0.04570247999872663
0.8,1.0542560400004732,0.027467180000530788
0.9,1.3516596200002824,0.014885700000741053
