iterations,fitness,time,fevals
0,0.0230112598213,1.0768806,1000
10,0.0233620962918,2.1983289,2100
20,0.0240020392498,3.3078434,3200
30,0.0242615369321,4.4068652,4300
40,0.0224853338039,5.5043116,5400
50,0.0236981211654,6.6016628,6500
60,0.0243683486779,7.700561,7600
70,0.0226847780991,8.7903169,8700
80,0.0231907423772,9.8889458,9800
90,0.0230924523636,10.9663997,10900
100,0.023204725633,12.073134,12000
110,0.0237111811353,13.2161469,13100
120,0.0231184737026,14.3086242,14200
130,0.0226969389918,15.391483,15300
140,0.0239307405429,16.5391071,16400
150,0.0233432982591,17.6226128,17500
160,0.0233319668009,18.7279889,18600
170,0.0228200611056,19.8877754,19700
180,0.0234756482752,21.0191237,20800
190,0.0244622020678,22.1173018,21900
200,0.0234735790254,23.2082123,23000
210,0.0242316368344,24.3321481,24100
220,0.0244184516051,25.4839031,25200
230,0.023146303864,26.6294667,26300
240,0.0234169464688,27.7167005,27400
250,0.0224862325164,28.8231757,28500
260,0.0231193438423,29.970942,29600
270,0.0226636632148,31.0674243,30700
280,0.0233061724393,32.1460645,31800
290,0.02426299373,33.2596829,32900
300,0.0230097322035,34.371826,34000
310,0.0226395427579,35.457876,35100
320,0.0230018460224,36.5486534,36200
330,0.0230145352991,37.6323378,37300
340,0.0230879447118,38.7508028,38400
350,0.0236330491364,39.8877944,39500
360,0.0240756732808,41.0261807,40600
370,0.0226361682939,42.1637894,41700
380,0.0230699690964,43.2784253,42800
390,0.0240762862815,44.3719522,43900
400,0.0238825968234,45.470373,45000
410,0.0226945042065,46.576535,46100
420,0.0229944921321,47.7159249,47200
430,0.02301498792,48.827287,48300
440,0.0227858251836,49.9425324,49400
450,0.0232405584732,51.0441641,50500
460,0.0239649913826,52.1828632,51600
470,0.0230610785802,53.3007035,52700
480,0.0231062149532,54.6142441,53800
490,0.0238846810604,55.7220972,54900
500,0.0238164120962,56.8310898,56000
510,0.0237347850108,58.0408937,57100
520,0.0237746229987,59.2790915,58200
530,0.0227249728577,61.0543234,59300
540,0.0230698084745,62.172896,60400
550,0.0233753036574,63.302413,61500
560,0.0237325308862,64.4064878,62600
570,0.024655565786,65.500553,63700
580,0.0242422829694,66.6102324,64800
590,0.0231381836373,67.704884,65900
600,0.02300283189,68.7966906,67000
610,0.0243700672887,69.9000091,68100
620,0.023606575967,71.0099096,69200
630,0.022935285599,72.1257718,70300
640,0.0240404694625,73.2205084,71400
650,0.0215898277781,74.3201725,72500
660,0.0255707062197,75.4217899,73600
670,0.0245645350929,76.4970435,74700
680,0.0228058388801,77.5939444,75800
690,0.0241123692241,78.6742553,76900
700,0.0236840897429,79.7772536,78000
710,0.023170256292,80.8893385,79100
720,0.0239291747392,81.9740937,80200
730,0.0232987193833,83.0790797,81300
740,0.0255343677183,84.2054314,82400
750,0.0233242594945,85.2892425,83500
760,0.0224465469885,86.4018805,84600
770,0.0244199790791,87.5063206,85700
780,0.023474139278,88.6459708,86800
790,0.0236470050685,89.7479079,87900
800,0.0241122841315,90.8472777,89000
810,0.0237801994552,91.9597771,90100
820,0.0227367412419,93.0530364,91200
830,0.0231876337423,94.1555406,92300
840,0.0235628276138,95.2504849,93400
850,0.0238437318517,96.6481133,94500
860,0.0237761709265,97.7586536,95600
870,0.0231980580848,98.8914645,96700
880,0.0234604434129,100.0768613,97800
890,0.022704919908,101.3454904,98900
900,0.0231319809191,102.5382844,100000
910,0.0235167652873,103.6284171,101100
920,0.024667456828,104.7358956,102200
930,0.0232723618195,105.8307327,103300
940,0.022622686728,106.948216,104400
950,0.0234239883564,108.0590616,105500
960,0.0228304886151,109.1710933,106600
970,0.0229613618485,110.2543725,107700
980,0.0231480182825,111.3735961,108800
990,0.0230384290771,112.4524176,109900
1000,0.0235178898856,113.7466181,111000
1010,0.0226291472028,114.9422596,112100
1020,0.0232918784216,116.1607017,113200
1030,0.0233354334062,117.4145441,114300
1040,0.0228991297512,118.4999893,115400
1050,0.0229578792928,119.5891277,116500
1060,0.0237515108633,120.7363498,117600
1070,0.0228777211377,122.0112308,118700
1080,0.0236500899379,123.1738135,119800
1090,0.0233655847225,124.2989263,120900
1100,0.022961831496,125.4404756,122000
1110,0.0222861852475,126.56078,123100
1120,0.0233598840401,127.6881286,124200
1130,0.0238101059593,128.8153701,125300
1140,0.0236051841711,130.056428,126400
1150,0.0230349516951,131.1558717,127500
1160,0.0234528977637,132.3090232,128600
1170,0.0229963626635,133.670784,129700
1180,0.0235183415542,134.9867777,130800
1190,0.0242445322055,136.0795071,131900
1200,0.0233871539497,137.1773947,133000
1210,0.0230356046348,138.2688384,134100
1220,0.0239658027146,139.3777262,135200
1230,0.0261071001749,140.4730695,136300
1240,0.023714219251,141.5728471,137400
1250,0.0231291223281,142.6848605,138500
1260,0.0239588403466,143.8588734,139600
1270,0.024805246791,144.9568261,140700
1280,0.0237344770624,146.0542318,141800
1290,0.0235209076272,147.1572075,142900
1300,0.0231822206683,148.2870573,144000
1310,0.0237290724215,149.4134126,145100
1320,0.0233693921671,150.5753377,146200
1330,0.0231204876662,151.6651978,147300
1340,0.0225795880136,152.7834712,148400
1350,0.0239163707846,153.8717814,149500
1360,0.0238619896638,154.9550716,150600
1370,0.0229405432062,156.0680569,151700
1380,0.0227821234045,157.1876326,152800
1390,0.0239128428317,158.316732,153900
1400,0.0239622167237,159.4815792,155000
1410,0.0237240144766,160.6029688,156100
1420,0.0239169699034,161.7457471,157200
1430,0.0224799930196,162.8649784,158300
1440,0.0235211785342,163.9863748,159400
1450,0.0233618698291,165.0964657,160500
1460,0.0235792289769,166.2221905,161600
1470,0.0227192661947,167.3319504,162700
1480,0.0232346153919,168.4694257,163800
1490,0.0225683908385,169.584921,164900
1500,0.023941435373,170.7125525,166000
1510,0.023479621642,171.8264423,167100
1520,0.0223956311832,173.0050861,168200
1530,0.0238572703016,174.352872,169300
1540,0.0234041512946,175.6994988,170400
1550,0.0240226942309,176.8786549,171500
1560,0.0235662881902,178.264383,172600
1570,0.024795770404,179.4857671,173700
1580,0.0230863642428,180.651122,174800
1590,0.0228898884749,181.7942712,175900
1600,0.0233298953334,182.9280584,177000
1610,0.0228749705471,184.0350088,178100
1620,0.0235453391168,185.2135912,179200
1630,0.0231692916215,186.4028154,180300
1640,0.0239015739276,187.5093976,181400
