,train,test
0.1,1.62283984,0.07368361999999995
0.2,3.755932440000001,0.06438919999999904
0.3,5.962482920000001,0.056459980000001055
0.4,7.91775992,0.04881889999999771
0.5,9.70408874,0.041096759999993536
0.6,11.617221480000001,0.03318626000000222
0.7,13.452053200000018,0.024358520000004092
0.8,15.930340459999979,0.017111039999997503
0.9,16.749534600000004,0.008101899999996932
