,train,test
0.1,30.625705559999993,0.3025096600000012
0.2,63.82318293999998,0.288074759999995
0.3,89.98313551999999,0.2405591799999911
0.4,127.51749338000005,0.21979773999996724
0.5,18.647314479999977,0.17563505999996779
0.6,191.61694622000005,0.1422383400000399
0.7,223.97853278000002,0.10537884000004852
0.8,254.19901038000006,0.07129462000011699
0.9,285.5355508200002,0.036073779999969705
