mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
32.70512652397156,0.05602340698242188,0.739875,0.74484375,logistic,3.1622776601683795,"(392, 392)","{'MLP__activation': 'logistic', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (392, 392)}",363,0.740625,0.74703125,0.726875,0.73453125,0.745,0.7490625,0.74625,0.74,0.740625,0.75359375,5.871010782127788,0.0068066391476175854,0.00688521967696018,0.006766905912231967
171.54541611671448,0.16240596771240234,0.707,0.7092499999999999,logistic,3.1622776601683795,"(1568, 1568)","{'MLP__activation': 'logistic', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (1568, 1568)}",368,0.720625,0.72828125,0.71,0.71109375,0.671875,0.6821875,0.71125,0.69984375,0.72125,0.72484375,36.54876429016987,0.012183983722778244,0.018163321557468488,0.016909224553479693
126.67837080955505,0.11516771316528321,0.1,0.1,logistic,3.1622776601683795,"(784, 784, 784)","{'MLP__activation': 'logistic', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (784, 784, 784)}",374,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,24.685973579935915,0.013734244586927822,0.0,0.0
47.375556802749635,0.07027206420898438,0.1,0.1,logistic,3.1622776601683795,"(392, 392, 392)","{'MLP__activation': 'logistic', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (392, 392, 392)}",374,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.888397210349174,0.004821382042651224,0.0,0.0
378.0009353160858,0.24985628128051757,0.382125,0.3858125,logistic,3.1622776601683795,"(1568, 1568, 1568)","{'MLP__activation': 'logistic', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (1568, 1568, 1568)}",373,0.394375,0.4153125,0.415,0.4109375,0.3475,0.3496875,0.370625,0.36734375,0.383125,0.38578125,45.7125870700908,0.022588046157863112,0.02264053334177444,0.025090344569674603
31.0939480304718,0.055046701431274415,0.81775,0.8395625000000001,logistic,1.0,"(784,)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (784,)}",339,0.820625,0.8465625,0.83,0.8390625,0.806875,0.8475,0.809375,0.83375,0.821875,0.8309375,10.04879956698326,0.002190223686278443,0.008529361054615991,0.006639724203609673
17.12174758911133,0.042358112335205075,0.82175,0.844625,logistic,1.0,"(392,)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (392,)}",337,0.810625,0.841875,0.833125,0.84546875,0.81625,0.84734375,0.825,0.8471875,0.82375,0.84125,4.1640305984668355,0.0020095037115487498,0.007719698828322237,0.0025931851794655566
35.02956533432007,0.07690863609313965,0.814625,0.83078125,logistic,1.0,"(1568,)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (1568,)}",340,0.795625,0.8221875,0.835,0.84140625,0.79625,0.82078125,0.826875,0.8415625,0.819375,0.82796875,9.114525924711804,0.002856106437445984,0.016039989089771837,0.009065193565225184
69.71226119995117,0.08335041999816895,0.79025,0.8035937499999999,logistic,1.0,"(784, 784)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (784, 784)}",353,0.784375,0.80625,0.79375,0.80015625,0.8,0.82296875,0.78375,0.79265625,0.789375,0.7959375,20.96529259433318,0.0075249045104525914,0.006080193253507666,0.010700558542664983
34.376622438430786,0.05602221488952637,0.8,0.81684375,logistic,1.0,"(392, 392)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (392, 392)}",346,0.794375,0.8221875,0.806875,0.81234375,0.799375,0.8225,0.7975,0.81015625,0.801875,0.81703125,7.559916813471344,0.006462850025778427,0.004220485754033525,0.0050111204460679066
121.28363571166992,0.16123638153076172,0.778875,0.7853125000000001,logistic,1.0,"(1568, 1568)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (1568, 1568)}",359,0.78375,0.78734375,0.775,0.77671875,0.778125,0.7959375,0.79375,0.79328125,0.76375,0.77328125,28.718211813133756,0.006396926732595022,0.009893179468704659,0.008934440035614982
126.56203093528748,0.1130208969116211,0.733,0.7420937500000001,logistic,1.0,"(784, 784, 784)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (784, 784, 784)}",365,0.73625,0.7509375,0.725625,0.74015625,0.735,0.751875,0.74875,0.74203125,0.719375,0.72546875,40.84113012555877,0.00833681271744162,0.010026527315077752,0.009529251839730128
47.9650604724884,0.06656355857849121,0.734875,0.7431249999999999,logistic,1.0,"(392, 392, 392)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (392, 392, 392)}",364,0.700625,0.72125,0.73625,0.7471875,0.73,0.75484375,0.761875,0.754375,0.745625,0.73796875,10.751751172252321,0.008245203553652882,0.0202152479579153,0.012533938302664523
384.27153277397156,0.2461458206176758,0.693875,0.6971562500000001,logistic,1.0,"(1568, 1568, 1568)","{'MLP__activation': 'logistic', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (1568, 1568, 1568)}",369,0.70875,0.72421875,0.705,0.69609375,0.6525,0.66328125,0.68375,0.6853125,0.719375,0.716875,73.24555201441116,0.020817658932877788,0.023705220943918668,0.021955076648124006
