,train,test
0.1,0.21173790000320877,0.16945187999808695
0.2,0.47700773999968077,0.1508040999993682
0.3,0.7088391600002069,0.13072165999910795
0.4,1.4770095399959247,0.10924896000069566
0.5,1.0659129799954825,0.09392754000145942
0.6,1.600279299999238,0.07506446000479627
0.7,2.0919115199998486,0.05511918000120204
0.8,2.798406580003211,0.037164800002938134
0.9,2.013663299998734,0.01996087999723386
