,train,test
0.1,0.7120037399959983,6.1386116400040915
0.2,2.162292680001701,9.861771119994227
0.3,4.34727299999795,12.536574179999297
0.4,6.891344360003131,13.049526819997117
0.5,9.908302219997859,12.863209280002048
0.6,13.345166460002655,11.877045300003374
0.7,17.111678299997585,10.398553979999269
0.8,20.365363060001982,7.231352779999725
0.9,24.770165280002402,4.00138434000255
