mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
5.940109014511108,0.03530564308166504,0.5749419636602737,0.5975407580389195,relu,10.0,"(479,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (479,)}",34,0.5879173274267396,0.5966888147257935,0.5720962349088916,0.5845100851263807,0.5740717532972637,0.6073139249167988,0.5696752909778339,0.6071859113902498,0.5709405194355895,0.5920050540353748,4.030885156991923,0.001017438972557297,0.006648772367136352,0.0088284997227249
3.6643970012664795,0.027526283264160158,0.5766584973916148,0.5987039715913255,relu,10.0,"(239,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (239,)}",33,0.5797612196597788,0.5985822792471102,0.5867190837545715,0.5936264770465483,0.5722792790345642,0.6017254344091115,0.567159043170979,0.6033852568797049,0.5773692144216274,0.596200410374153,1.670445304182408,0.0017384667502981478,0.0066445487407561215,0.003552667959645955
20.506740617752076,0.055252361297607425,0.5740931820923115,0.5956011646607638,relu,10.0,"(958,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (958,)}",36,0.5620451395506769,0.5785201472406429,0.5842024585326343,0.5938710387468314,0.5767958079499799,0.6101782585632484,0.5652049818370524,0.5982587051719713,0.5822219339214668,0.5971776735811251,10.03704224296005,0.010044854119039784,0.008941643813097389,0.010166553598649576
21.56291537284851,0.0542546272277832,0.5,0.5,relu,10.0,"(479, 479)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (479, 479)}",223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5,0.5000000000000001,3.8363265086963603,0.0014929352041377203,0.0,7.021666937153402e-17
7.435309028625488,0.03889632225036621,0.5,0.5,relu,10.0,"(239, 239)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (239, 239)}",223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5,0.5000000000000001,0.9315995023723082,0.006308158527184027,0.0,7.021666937153402e-17
72.0925398349762,0.10332388877868652,0.5,0.5,relu,10.0,"(958, 958)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (958, 958)}",223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5,0.5000000000000001,12.543095062643527,0.004397317686753459,0.0,7.021666937153402e-17
31.208511447906496,0.07579736709594727,0.5,0.5,relu,10.0,"(479, 479, 479)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (479, 479, 479)}",223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5,0.5000000000000001,6.135269958525843,0.0036235330961071543,0.0,7.021666937153402e-17
8.238560342788697,0.04507932662963867,0.5,0.5,relu,10.0,"(239, 239, 239)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (239, 239, 239)}",223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5,0.5000000000000001,1.0252383838591332,0.0030511383068593544,0.0,7.021666937153402e-17
126.25165481567383,0.16455960273742676,0.5,0.5,relu,10.0,"(958, 958, 958)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (958, 958, 958)}",223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5,0.5000000000000001,21.746996218874436,0.008416251395645554,0.0,7.021666937153402e-17
12.244643449783325,0.0402921199798584,0.5876022392059272,0.6555874792911343,relu,3.1622776601683795,"(479,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (479,)}",12,0.5768816318877106,0.6678158584138129,0.59549439817067,0.649356869295345,0.5866869815807604,0.6519602020644983,0.5822176094101367,0.653132387275878,0.5967362295203499,0.655672079406137,1.7522786049383314,0.004486770240849708,0.00762237485657802,0.006442756102000081
8.027923917770385,0.029521369934082033,0.5896051775168434,0.6612033644589638,relu,3.1622776601683795,"(239,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (239,)}",4,0.5814571448133187,0.6707049588884759,0.599384626022022,0.666593635815734,0.5933386137293589,0.661478215427774,0.5854165122198335,0.6447046930047377,0.5884300788296636,0.6625353191580975,2.3256506769572405,0.001353112676723583,0.006243815380632067,0.008870074724968788
50.58108654022217,0.04827113151550293,0.5896571098770029,0.6564051206856166,relu,3.1622776601683795,"(958,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (958,)}",3,0.5785288288771735,0.6687785316571706,0.5974878196944367,0.6623130439158336,0.5871740703333934,0.6493497109213171,0.5921924036869548,0.650089710748379,0.5929090369931055,0.6514946061853827,9.487713977325535,0.0007974745353308718,0.006455771368553695,0.007768928088734642
