,0,1,2,3,4
0.001,0.6325265498507814,0.6362580400966894,0.6252731497685236,0.6304869786202014,0.6339217256857506
0.101,0.6324070094471378,0.6356544779414566,0.6242118246051426,0.629715218015827,0.6331601386709648
0.201,0.6324779012662217,0.6356706789633411,0.6242118246051426,0.6295734544774091,0.6333019022093825
0.30100000000000005,0.6324779012662217,0.6355835861223725,0.6243535881435605,0.6296605473183776,0.6333019022093825
0.401,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
0.501,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
0.6010000000000001,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
0.7010000000000001,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
0.801,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
0.901,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.001,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.101,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.201,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.301,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.401,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.501,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.601,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.701,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.801,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
1.901,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
2.001,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
2.101,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
2.201,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
2.301,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
2.4010000000000002,0.6324779012662217,0.6355835861223725,0.6244244699127693,0.6296605473183776,0.6333019022093825
