,0,1,2,3,4
639,0.9820086563053314,0.988535371489513,0.9879725085910652,0.9934085792155468,0.990535015997156
739,1.0,1.0,1.0,1.0,0.9985074626865673
855,0.9869313482216706,0.9885712076184584,0.9879635869505177,0.9903250218191059,0.9864390114564116
989,0.9949939870185496,0.993495428439398,0.9944196428571427,0.9934954284393979,0.9966517857142857
1143,0.9955275434304344,0.9955042471042471,0.9961389961389963,0.995669498069498,0.9961389961389963
1322,0.9930754118319834,0.9941763727121464,0.9902924160149174,0.983499530371249,0.9923728598429339
1529,0.9873289446402653,0.9853452969188256,0.9874325497736153,0.9837568139373015,0.9880364145079149
1768,0.9801185694717177,0.9731253911820311,0.9829925344724124,0.9847514824589139,0.9821562921428065
2044,0.9456763767750217,0.9509337877171556,0.964480346773376,0.9551506755419541,0.9612510679789734
2364,0.9611217642459254,0.9757116591552308,0.9681094019663675,0.9700173741099744,0.9669176420933344
2734,0.9529633235752021,0.9487149993870793,0.950651881847598,0.9533237459079987,0.9617448213035474
3161,0.9291399768216576,0.9382828145684126,0.9478648322362413,0.9530338646673896,0.9484935119925916
3656,0.9375438367362736,0.9252895038527958,0.9343292833219758,0.9279244175088078,0.9325133026924359
4227,0.9005417048268375,0.885222007394593,0.88307624454346,0.8996720421595458,0.864764096532694
4888,0.9045920359304825,0.8863628678457208,0.9118328069135564,0.8963856342884672,0.9033069040833396
5653,0.8681636301353574,0.892912165264544,0.8807708070079573,0.8886029741816955,0.8583716348895462
6536,0.8648023836131702,0.8727940108453569,0.8596114100174301,0.8726669628593305,0.8578118294308373
7558,0.8300794839287942,0.819514119185955,0.8309076874520432,0.8382217559845621,0.8337065639359512
8740,0.7277803108698725,0.6693766346704095,0.7817976847978791,0.7711580371928406,0.7376511106488224
10107,0.6988684895019344,0.6662857663751584,0.6522344071102721,0.6516527539172389,0.6544533946292038
