iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.848450661704,0.859083853951,0.845619418168,0.12984375,0.119375,0.1325,0.101629001655,0.0952121610151,0.104733246736,28.3218641
10,0.848515720819,0.859084696061,0.845377924595,0.1296875,0.119375,0.1325,0.101452148456,0.0953424047611,0.104770364124,314.1813563
20,0.848431795227,0.859156378069,0.8453997795,0.13,0.119375,0.133,0.101558083306,0.0952868759629,0.104914541324,610.3681484
30,0.848214034149,0.858951508181,0.84523663378,0.1296875,0.119375,0.1335,0.101244823037,0.0952429330758,0.105359006851,897.8067185
40,0.848134180162,0.858994717367,0.845168566388,0.13,0.119375,0.1325,0.10156328562,0.095249486561,0.104510075283,1170.0753526
50,0.848272733704,0.859290765928,0.845279671315,0.12921875,0.119375,0.1325,0.101106855155,0.095266544685,0.10451292157,1440.0239493
60,0.848337744764,0.859824698069,0.845766006486,0.12921875,0.11875,0.132,0.101103230886,0.0947982081251,0.104171399083,1725.1783569
70,0.848359632318,0.859850044249,0.845767508241,0.1296875,0.11875,0.132,0.101479447566,0.0948315755264,0.104172208213,2018.3859034
80,0.848121273636,0.859671470484,0.845414630347,0.12921875,0.11875,0.133,0.101134751741,0.0948179541784,0.105093110851,2305.3898712
90,0.848031120085,0.859601341913,0.845570750181,0.13015625,0.11875,0.1325,0.102040163841,0.0947963593827,0.104837015031,2583.9185077
100,0.847837027747,0.859358950301,0.845524788945,0.13046875,0.119375,0.1325,0.102339911708,0.0952533166961,0.104812552589,2828.4654331
110,0.847710634817,0.859264064854,0.845654388669,0.1303125,0.119375,0.1325,0.102249755409,0.0953089883984,0.104820851967,3050.3876051
120,0.847457902573,0.859150805309,0.845813811379,0.130625,0.119375,0.1325,0.102585049121,0.0952727080786,0.104850826875,3269.3210963
130,0.847293062588,0.859212837214,0.845717030809,0.13046875,0.11875,0.133,0.102527309248,0.0948420264617,0.105364163983,3491.868195
140,0.847202886764,0.859220158017,0.845544583671,0.1309375,0.11875,0.133,0.102944508723,0.0948599978046,0.105424376246,3713.2835386
150,0.846905547583,0.859116575926,0.845706304789,0.13109375,0.11875,0.133,0.103055979509,0.0948025501073,0.105391834391,3930.5411481
160,0.846883201061,0.859113232073,0.845817252865,0.13125,0.11875,0.133,0.103168219869,0.0948078505075,0.105226388375,4150.658797
170,0.846589519398,0.858872377813,0.845489559873,0.13203125,0.12,0.133,0.103673603003,0.095868212974,0.105090063971,4370.106879
180,0.84631179428,0.85892898456,0.845113234344,0.13265625,0.12,0.134,0.104141417922,0.0958279143417,0.106024849374,4591.7248297
190,0.846290424433,0.859232443264,0.844932145042,0.1325,0.12,0.135,0.104141284974,0.0959004194364,0.106878106057,4812.1786003
